ID;Domain;Solution;Solution Abb;UC;Catégory;Item;Cash Out Type;Cash In Type;Cash Out;Cash In;ASU Min;ASU MAX;Deploy Price MIN;Deploy Price MAX;Paas;Mark Up
588;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1151 - 1219 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 799 090;2 392 790;1151;1219;1770740;1827440;NA#;33%
589;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1220 - 1300 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 881 305;2 502 136;1220;1300;1838780;1923830;NA#;33%
590;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1301 - 1380 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 963 520;2 611 482;1301;1380;1935170;1991870;NA#;33%
591;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1381 - 1449 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 071 250;2 754 763;1381;1449;2042900;2099600;NA#;33%
592;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1450 - 1530 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 153 465;2 864 108;1450;1530;2110940;2195990;NA#;33%
593;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1531 - 1610 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 235 680;2 973 454;1531;1610;2207330;2264030;NA#;33%
594;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1611 - 1679 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 343 410;3 116 735;1611;1679;2315060;2371760;NA#;33%
595;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1680 - 1725 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 394 440;3 184 605;1680;1725;2383100;2405780;NA#;33%
596;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1726 - 1760 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 462 480;3 275 098;1726;1760;2456810;2468150;NA#;33%
597;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1761 - 1840 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 507 840;3 335 427;1761;1840;2479490;2536190;NA#;33%
598;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1841 - 1909 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 615 570;3 478 708;1841;1909;2587220;2643920;NA#;33%
599;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1910 - 1990 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 697 785;3 588 054;1910;1990;2655260;2740310;NA#;33%
600;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1991 - 2070 - Deployment & set-up;Deployment & set-up;Deployment & set-up;2 780 000;3 697 400;1991;2070;2751650;2808350;NA#;33%
601;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1 - 46 - PaaS;Opex;Recurring;31 105;41 370;1;46;NA#;NA#;31104,9;33%
602;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 47 - 69 - PaaS;Opex;Recurring;43 945;58 447;47;69;NA#;NA#;43944,9;33%
603;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 70 - 150 - PaaS;Opex;Recurring;45 946;61 108;70;150;NA#;NA#;45945,80003;33%
604;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 151 - 230 - PaaS;Opex;Recurring;47 947;63 769;151;230;NA#;NA#;47946,69998;33%
605;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 231 - 299 - PaaS;Opex;Recurring;49 948;66 430;231;299;NA#;NA#;49947,6;33%
606;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 300 - 380 - PaaS;Opex;Recurring;51 949;69 092;300;380;NA#;NA#;51948,50003;33%
607;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 381 - 391 - PaaS;Opex;Recurring;53 949;71 753;381;391;NA#;NA#;53949,39998;33%
608;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 392 - 460 - PaaS;Opex;Recurring;83 909;111 600;392;460;NA#;NA#;83909,4;33%
609;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 461 - 529 - PaaS;Opex;Recurring;85 910;114 261;461;529;NA#;NA#;85910,30003;33%
610;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 530 - 575 - PaaS;Opex;Recurring;87 911;116 922;530;575;NA#;NA#;87911,19998;33%
611;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 576 - 610 - PaaS;Opex;Recurring;93 914;124 905;576;610;NA#;NA#;93913,89998;33%
612;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 611 - 690 - PaaS;Opex;Recurring;95 915;127 567;611;690;NA#;NA#;95914,8;33%
613;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 691 - 759 - PaaS;Opex;Recurring;97 916;130 228;691;759;NA#;NA#;97915,70003;33%
614;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 760 - 840 - PaaS;Opex;Recurring;99 917;132 889;760;840;NA#;NA#;99916,59998;33%
615;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 841 - 920 - PaaS;Opex;Recurring;101 918;135 550;841;920;NA#;NA#;101917,5;33%
616;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 921 - 989 - PaaS;Opex;Recurring;103 918;138 211;921;989;NA#;NA#;103918,4;33%
617;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 990 - 1070 - PaaS;Opex;Recurring;105 919;140 873;990;1070;NA#;NA#;105919,3;33%
618;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1071 - 1093 - PaaS;Opex;Recurring;107 920;143 534;1071;1093;NA#;NA#;107920,2;33%
619;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1094 - 1150 - PaaS;Opex;Recurring;118 620;157 765;1094;1150;NA#;NA#;118620,2;33%
620;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1151 - 1219 - PaaS;Opex;Recurring;143 359;190 667;1151;1219;NA#;NA#;143358,6;33%
621;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1220 - 1300 - PaaS;Opex;Recurring;145 360;193 328;1220;1300;NA#;NA#;145359,5;33%
622;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1301 - 1380 - PaaS;Opex;Recurring;147 360;195 989;1301;1380;NA#;NA#;147360,4;33%
623;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1381 - 1449 - PaaS;Opex;Recurring;149 361;198 651;1381;1449;NA#;NA#;149361,3;33%
624;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1450 - 1530 - PaaS;Opex;Recurring;151 362;201 312;1450;1530;NA#;NA#;151362,2;33%
625;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1531 - 1610 - PaaS;Opex;Recurring;153 363;203 973;1531;1610;NA#;NA#;153363,1;33%
626;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1611 - 1679 - PaaS;Opex;Recurring;155 364;206 634;1611;1679;NA#;NA#;155364;33%
627;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1680 - 1725 - PaaS;Opex;Recurring;157 365;209 295;1680;1725;NA#;NA#;157364,9;33%
628;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1726 - 1760 - PaaS;Opex;Recurring;163 368;217 279;1726;1760;NA#;NA#;163367,6;33%
629;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1761 - 1840 - PaaS;Opex;Recurring;165 368;219 940;1761;1840;NA#;NA#;165368,5;33%
630;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1841 - 1909 - PaaS;Opex;Recurring;167 369;222 601;1841;1909;NA#;NA#;167369,4;33%
631;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1910 - 1990 - PaaS;Opex;Recurring;169 370;225 262;1910;1990;NA#;NA#;169370,3;33%
632;NTT Accelerate Smart Solutions;Back to Work Package;BW;ALL;NTT Accelerate SMART;BW - ASU Range 1991 - 2070 - PaaS;Opex;Recurring;171 371;227 924;1991;2070;NA#;NA#;171371,2;33%
633;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;Cameras;Capex;Equipment;900;1 000;NA#;NA#;NA#;NA#;NA#;11%
634;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;LPR Camera;Capex;Equipment;1 400;1 556;NA#;NA#;NA#;NA#;NA#;11%
635;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;PTZ Camera;Capex;Equipment;1 783;1 981;NA#;NA#;NA#;NA#;NA#;11%
636;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;Thermal Camera;Capex;Equipment;6 000;6 667;NA#;NA#;NA#;NA#;NA#;11%
637;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;IP Speaker;Capex;Equipment;900;1 000;NA#;NA#;NA#;NA#;NA#;11%
638;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;AIM-SYM7-E;Capex;Equipment;226;251;NA#;NA#;NA#;NA#;NA#;11%
639;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;AIM-SYM7-E-MS-3Y;Capex;Equipment;110;122;NA#;NA#;NA#;NA#;NA#;11%
640;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;AIM-SYM7-VA-10;Capex;Equipment;490;544;NA#;NA#;NA#;NA#;NA#;11%
641;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;VCS7-STD-C-T1;Capex;Equipment;5 485;6 094;NA#;NA#;NA#;NA#;NA#;11%
642;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;VCS7-STD-P-SSS-C;Capex;Equipment;1 536;1 707;NA#;NA#;NA#;NA#;NA#;11%
643;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;NX-DC-PF-C-T1;Capex;Equipment;3 423;3 804;NA#;NA#;NA#;NA#;NA#;11%
644;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;NX-DC-PF-P-SSS-C;Capex;Equipment;994;1 104;NA#;NA#;NA#;NA#;NA#;11%
645;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;1xPowerEdge Services - XS;Capex;Equipment;20 000;22 222;NA#;NA#;NA#;NA#;NA#;11%
646;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;1xPowerEdge Services - S;Capex;Equipment;320 000;355 556;NA#;NA#;NA#;NA#;NA#;11%
647;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;1xPowerEdge Services - M;Capex;Equipment;450 000;500 000;NA#;NA#;NA#;NA#;NA#;11%
648;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;1xPowerEdge Services - L;Capex;Equipment;650 000;722 222;NA#;NA#;NA#;NA#;NA#;11%
649;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;Short-term retention storage - S;Capex;Equipment;290 000;322 222;NA#;NA#;NA#;NA#;NA#;11%
650;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;Short-term retention storage - M;Capex;Equipment;1 050 000;1 166 667;NA#;NA#;NA#;NA#;NA#;11%
651;NTT Accelerate Smart Solutions;ALL;ALL;ALL;Influenced;Short-term retention storage - L;Capex;Equipment;2 050 000;2 277 778;NA#;NA#;NA#;NA#;NA#;11%
