1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;;;
ID;;Section;;Sub-Section;;Smart Usecase Range Values;;;;;ZONE 1 (USA);ZONE 1 (USA);ZONE 1 (USA);ZONE 2;ZONE 2;ZONE 2;ZONE 3;ZONE 3;ZONE 3;ZONE 4;ZONE 4;ZONE 4;ZONE 5;ZONE 5;ZONE 5;ZONE 6;ZONE 6;ZONE 6;ZONE 7;ZONE 7;ZONE 7;ZONE 8;ZONE 8;ZONE 8;ZONE 9;ZONE 9;ZONE 9;ZONE 10;ZONE 10;ZONE 10;;;
#;Item ID;ID;Name;ID;Name;ASU Range Min;ASU Range Max;Base;EPU;M/O;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;;Name;Name
545;PS-4.2.1-Item #6;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;326;400;4;11;Small;NA#;NA#;$61 793;NA#;NA#;$61 793;NA#;NA#;$61 793;NA#;NA#;$61 793;NA#;NA#;$61 793;NA#;NA#;$61 793;NA#;NA#;$61 793;NA#;NA#;$61 793;NA#;NA#;$61 793;NA#;NA#;$61 793;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
546;PS-4.2.1-Item #7;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;401;413;4;11;Medium;NA#;NA#;$91 753;NA#;NA#;$91 753;NA#;NA#;$91 753;NA#;NA#;$91 753;NA#;NA#;$91 753;NA#;NA#;$91 753;NA#;NA#;$91 753;NA#;NA#;$91 753;NA#;NA#;$91 753;NA#;NA#;$91 753;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
547;PS-4.2.1-Item #8;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;414;500;4;12;Medium;NA#;NA#;$93 753;NA#;NA#;$93 753;NA#;NA#;$93 753;NA#;NA#;$93 753;NA#;NA#;$93 753;NA#;NA#;$93 753;NA#;NA#;$93 753;NA#;NA#;$93 753;NA#;NA#;$93 753;NA#;NA#;$93 753;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
548;PS-4.2.1-Item #9;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;501;575;4;13;Medium;NA#;NA#;$95 754;NA#;NA#;$95 754;NA#;NA#;$95 754;NA#;NA#;$95 754;NA#;NA#;$95 754;NA#;NA#;$95 754;NA#;NA#;$95 754;NA#;NA#;$95 754;NA#;NA#;$95 754;NA#;NA#;$95 754;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
549;PS-4.2.1-Item #10;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;576;625;4;14;Medium;NA#;NA#;$97 755;NA#;NA#;$97 755;NA#;NA#;$97 755;NA#;NA#;$97 755;NA#;NA#;$97 755;NA#;NA#;$97 755;NA#;NA#;$97 755;NA#;NA#;$97 755;NA#;NA#;$97 755;NA#;NA#;$97 755;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
550;PS-4.2.1-Item #11;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;626;663;4;18;Medium;NA#;NA#;$106 112;NA#;NA#;$106 112;NA#;NA#;$106 112;NA#;NA#;$106 112;NA#;NA#;$106 112;NA#;NA#;$106 112;NA#;NA#;$106 112;NA#;NA#;$106 112;NA#;NA#;$106 112;NA#;NA#;$106 112;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
551;PS-4.2.1-Item #12;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;664;750;4;19;Medium;NA#;NA#;$108 113;NA#;NA#;$108 113;NA#;NA#;$108 113;NA#;NA#;$108 113;NA#;NA#;$108 113;NA#;NA#;$108 113;NA#;NA#;$108 113;NA#;NA#;$108 113;NA#;NA#;$108 113;NA#;NA#;$108 113;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
552;PS-4.2.1-Item #13;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;751;825;4;20;Medium;NA#;NA#;$110 114;NA#;NA#;$110 114;NA#;NA#;$110 114;NA#;NA#;$110 114;NA#;NA#;$110 114;NA#;NA#;$110 114;NA#;NA#;$110 114;NA#;NA#;$110 114;NA#;NA#;$110 114;NA#;NA#;$110 114;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
553;PS-4.2.1-Item #14;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;826;913;4;21;Medium;NA#;NA#;$112 115;NA#;NA#;$112 115;NA#;NA#;$112 115;NA#;NA#;$112 115;NA#;NA#;$112 115;NA#;NA#;$112 115;NA#;NA#;$112 115;NA#;NA#;$112 115;NA#;NA#;$112 115;NA#;NA#;$112 115;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
554;PS-4.2.1-Item #15;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;914;1000;4;22;Medium;NA#;NA#;$114 116;NA#;NA#;$114 116;NA#;NA#;$114 116;NA#;NA#;$114 116;NA#;NA#;$114 116;NA#;NA#;$114 116;NA#;NA#;$114 116;NA#;NA#;$114 116;NA#;NA#;$114 116;NA#;NA#;$114 116;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
555;PS-4.2.1-Item #16;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1001;1075;4;23;Medium;NA#;NA#;$116 116;NA#;NA#;$116 116;NA#;NA#;$116 116;NA#;NA#;$116 116;NA#;NA#;$116 116;NA#;NA#;$116 116;NA#;NA#;$116 116;NA#;NA#;$116 116;NA#;NA#;$116 116;NA#;NA#;$116 116;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
556;PS-4.2.1-Item #17;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1076;1100;4;24;Medium;NA#;NA#;$118 117;NA#;NA#;$118 117;NA#;NA#;$118 117;NA#;NA#;$118 117;NA#;NA#;$118 117;NA#;NA#;$118 117;NA#;NA#;$118 117;NA#;NA#;$118 117;NA#;NA#;$118 117;NA#;NA#;$118 117;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
557;PS-4.2.1-Item #18;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1101;1163;4;24;Large;NA#;NA#;$128 817;NA#;NA#;$128 817;NA#;NA#;$128 817;NA#;NA#;$128 817;NA#;NA#;$128 817;NA#;NA#;$128 817;NA#;NA#;$128 817;NA#;NA#;$128 817;NA#;NA#;$128 817;NA#;NA#;$128 817;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
558;PS-4.2.1-Item #19;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1164;1250;4;25;Large;NA#;NA#;$130 818;NA#;NA#;$130 818;NA#;NA#;$130 818;NA#;NA#;$130 818;NA#;NA#;$130 818;NA#;NA#;$130 818;NA#;NA#;$130 818;NA#;NA#;$130 818;NA#;NA#;$130 818;NA#;NA#;$130 818;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
559;PS-4.2.1-Item #20;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1251;1325;7;32;Large;NA#;NA#;$165 401;NA#;NA#;$165 401;NA#;NA#;$165 401;NA#;NA#;$165 401;NA#;NA#;$165 401;NA#;NA#;$165 401;NA#;NA#;$165 401;NA#;NA#;$165 401;NA#;NA#;$165 401;NA#;NA#;$165 401;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
560;PS-4.2.1-Item #21;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1326;1413;7;33;Large;NA#;NA#;$167 402;NA#;NA#;$167 402;NA#;NA#;$167 402;NA#;NA#;$167 402;NA#;NA#;$167 402;NA#;NA#;$167 402;NA#;NA#;$167 402;NA#;NA#;$167 402;NA#;NA#;$167 402;NA#;NA#;$167 402;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
561;PS-4.2.1-Item #22;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1414;1500;7;34;Large;NA#;NA#;$169 402;NA#;NA#;$169 402;NA#;NA#;$169 402;NA#;NA#;$169 402;NA#;NA#;$169 402;NA#;NA#;$169 402;NA#;NA#;$169 402;NA#;NA#;$169 402;NA#;NA#;$169 402;NA#;NA#;$169 402;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
562;PS-4.2.1-Item #23;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1501;1575;7;35;Large;NA#;NA#;$171 403;NA#;NA#;$171 403;NA#;NA#;$171 403;NA#;NA#;$171 403;NA#;NA#;$171 403;NA#;NA#;$171 403;NA#;NA#;$171 403;NA#;NA#;$171 403;NA#;NA#;$171 403;NA#;NA#;$171 403;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
563;PS-4.2.1-Item #24;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1576;1663;7;36;Large;NA#;NA#;$173 404;NA#;NA#;$173 404;NA#;NA#;$173 404;NA#;NA#;$173 404;NA#;NA#;$173 404;NA#;NA#;$173 404;NA#;NA#;$173 404;NA#;NA#;$173 404;NA#;NA#;$173 404;NA#;NA#;$173 404;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
564;PS-4.2.1-Item #25;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1664;1750;7;37;Large;NA#;NA#;$175 405;NA#;NA#;$175 405;NA#;NA#;$175 405;NA#;NA#;$175 405;NA#;NA#;$175 405;NA#;NA#;$175 405;NA#;NA#;$175 405;NA#;NA#;$175 405;NA#;NA#;$175 405;NA#;NA#;$175 405;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
565;PS-4.2.1-Item #26;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1751;1825;7;38;Large;NA#;NA#;$177 406;NA#;NA#;$177 406;NA#;NA#;$177 406;NA#;NA#;$177 406;NA#;NA#;$177 406;NA#;NA#;$177 406;NA#;NA#;$177 406;NA#;NA#;$177 406;NA#;NA#;$177 406;NA#;NA#;$177 406;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
566;PS-4.2.1-Item #27;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1826;1875;7;39;Large;NA#;NA#;$179 407;NA#;NA#;$179 407;NA#;NA#;$179 407;NA#;NA#;$179 407;NA#;NA#;$179 407;NA#;NA#;$179 407;NA#;NA#;$179 407;NA#;NA#;$179 407;NA#;NA#;$179 407;NA#;NA#;$179 407;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
567;PS-4.2.1-Item #28;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1876;1913;7;43;Large;NA#;NA#;$187 764;NA#;NA#;$187 764;NA#;NA#;$187 764;NA#;NA#;$187 764;NA#;NA#;$187 764;NA#;NA#;$187 764;NA#;NA#;$187 764;NA#;NA#;$187 764;NA#;NA#;$187 764;NA#;NA#;$187 764;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
568;PS-4.2.1-Item #29;4.;PS - NTT;4.1; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS;1914;2000;7;44;Large;NA#;NA#;$189 764;NA#;NA#;$189 764;NA#;NA#;$189 764;NA#;NA#;$189 764;NA#;NA#;$189 764;NA#;NA#;$189 764;NA#;NA#;$189 764;NA#;NA#;$189 764;NA#;NA#;$189 764;NA#;NA#;$189 764;;PS - NTT; Plant Safety (Manufacturing)   - NTT Accelerate SMART - PaaS
407;BW-4.2.1-Item #1;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;1;46;3;6;-;$302 940;$325 620;NA#;$302 940;$325 620;NA#;$302 940;$325 620;NA#;$302 940;$325 620;NA#;$302 940;$325 620;NA#;$302 940;$325 620;NA#;$302 940;$325 620;NA#;$302 940;$325 620;NA#;$302 940;$325 620;NA#;$302 940;$325 620;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
408;BW-4.2.1-Item #2;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;47;69;3;6;Small;$358 360;$381 040;NA#;$358 360;$381 040;NA#;$358 360;$381 040;NA#;$358 360;$381 040;NA#;$358 360;$381 040;NA#;$358 360;$381 040;NA#;$358 360;$381 040;NA#;$358 360;$381 040;NA#;$358 360;$381 040;NA#;$358 360;$381 040;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
409;BW-4.2.1-Item #3;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;70;150;3;7;Small;$392 380;$477 430;NA#;$392 380;$477 430;NA#;$392 380;$477 430;NA#;$392 380;$477 430;NA#;$392 380;$477 430;NA#;$392 380;$477 430;NA#;$392 380;$477 430;NA#;$392 380;$477 430;NA#;$392 380;$477 430;NA#;$392 380;$477 430;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
410;BW-4.2.1-Item #4;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;151;230;3;8;Small;$488 770;$545 470;NA#;$488 770;$545 470;NA#;$488 770;$545 470;NA#;$488 770;$545 470;NA#;$488 770;$545 470;NA#;$488 770;$545 470;NA#;$488 770;$545 470;NA#;$488 770;$545 470;NA#;$488 770;$545 470;NA#;$488 770;$545 470;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
411;BW-4.2.1-Item #5;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;231;299;3;9;Small;$596 500;$653 200;NA#;$596 500;$653 200;NA#;$596 500;$653 200;NA#;$596 500;$653 200;NA#;$596 500;$653 200;NA#;$596 500;$653 200;NA#;$596 500;$653 200;NA#;$596 500;$653 200;NA#;$596 500;$653 200;NA#;$596 500;$653 200;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
412;BW-4.2.1-Item #6;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;300;380;3;10;Small;$664 540;$749 590;NA#;$664 540;$749 590;NA#;$664 540;$749 590;NA#;$664 540;$749 590;NA#;$664 540;$749 590;NA#;$664 540;$749 590;NA#;$664 540;$749 590;NA#;$664 540;$749 590;NA#;$664 540;$749 590;NA#;$664 540;$749 590;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
413;BW-4.2.1-Item #7;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;381;391;3;11;Small;$760 930;$760 930;NA#;$760 930;$760 930;NA#;$760 930;$760 930;NA#;$760 930;$760 930;NA#;$760 930;$760 930;NA#;$760 930;$760 930;NA#;$760 930;$760 930;NA#;$760 930;$760 930;NA#;$760 930;$760 930;NA#;$760 930;$760 930;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
414;BW-4.2.1-Item #8;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;392;460;3;11;Medium;$815 070;$860 430;NA#;$815 070;$860 430;NA#;$815 070;$860 430;NA#;$815 070;$860 430;NA#;$815 070;$860 430;NA#;$815 070;$860 430;NA#;$815 070;$860 430;NA#;$815 070;$860 430;NA#;$815 070;$860 430;NA#;$815 070;$860 430;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
415;BW-4.2.1-Item #9;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;461;529;3;12;Medium;$911 460;$968 160;NA#;$911 460;$968 160;NA#;$911 460;$968 160;NA#;$911 460;$968 160;NA#;$911 460;$968 160;NA#;$911 460;$968 160;NA#;$911 460;$968 160;NA#;$911 460;$968 160;NA#;$911 460;$968 160;NA#;$911 460;$968 160;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
416;BW-4.2.1-Item #10;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;530;575;3;13;Medium;$979 500;$1 002 180;NA#;$979 500;$1 002 180;NA#;$979 500;$1 002 180;NA#;$979 500;$1 002 180;NA#;$979 500;$1 002 180;NA#;$979 500;$1 002 180;NA#;$979 500;$1 002 180;NA#;$979 500;$1 002 180;NA#;$979 500;$1 002 180;NA#;$979 500;$1 002 180;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
417;BW-4.2.1-Item #11;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;576;610;3;16;Medium;$1 053 210;$1 064 550;NA#;$1 053 210;$1 064 550;NA#;$1 053 210;$1 064 550;NA#;$1 053 210;$1 064 550;NA#;$1 053 210;$1 064 550;NA#;$1 053 210;$1 064 550;NA#;$1 053 210;$1 064 550;NA#;$1 053 210;$1 064 550;NA#;$1 053 210;$1 064 550;NA#;$1 053 210;$1 064 550;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
418;BW-4.2.1-Item #12;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;611;690;3;17;Medium;$1 075 890;$1 132 590;NA#;$1 075 890;$1 132 590;NA#;$1 075 890;$1 132 590;NA#;$1 075 890;$1 132 590;NA#;$1 075 890;$1 132 590;NA#;$1 075 890;$1 132 590;NA#;$1 075 890;$1 132 590;NA#;$1 075 890;$1 132 590;NA#;$1 075 890;$1 132 590;NA#;$1 075 890;$1 132 590;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
419;BW-4.2.1-Item #13;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;691;759;3;18;Medium;$1 183 620;$1 240 320;NA#;$1 183 620;$1 240 320;NA#;$1 183 620;$1 240 320;NA#;$1 183 620;$1 240 320;NA#;$1 183 620;$1 240 320;NA#;$1 183 620;$1 240 320;NA#;$1 183 620;$1 240 320;NA#;$1 183 620;$1 240 320;NA#;$1 183 620;$1 240 320;NA#;$1 183 620;$1 240 320;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
420;BW-4.2.1-Item #14;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;760;840;3;19;Medium;$1 251 660;$1 336 710;NA#;$1 251 660;$1 336 710;NA#;$1 251 660;$1 336 710;NA#;$1 251 660;$1 336 710;NA#;$1 251 660;$1 336 710;NA#;$1 251 660;$1 336 710;NA#;$1 251 660;$1 336 710;NA#;$1 251 660;$1 336 710;NA#;$1 251 660;$1 336 710;NA#;$1 251 660;$1 336 710;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
421;BW-4.2.1-Item #15;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;841;920;3;20;Medium;$1 348 050;$1 404 750;NA#;$1 348 050;$1 404 750;NA#;$1 348 050;$1 404 750;NA#;$1 348 050;$1 404 750;NA#;$1 348 050;$1 404 750;NA#;$1 348 050;$1 404 750;NA#;$1 348 050;$1 404 750;NA#;$1 348 050;$1 404 750;NA#;$1 348 050;$1 404 750;NA#;$1 348 050;$1 404 750;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
422;BW-4.2.1-Item #16;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;921;989;3;21;Medium;$1 455 780;$1 512 480;NA#;$1 455 780;$1 512 480;NA#;$1 455 780;$1 512 480;NA#;$1 455 780;$1 512 480;NA#;$1 455 780;$1 512 480;NA#;$1 455 780;$1 512 480;NA#;$1 455 780;$1 512 480;NA#;$1 455 780;$1 512 480;NA#;$1 455 780;$1 512 480;NA#;$1 455 780;$1 512 480;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
423;BW-4.2.1-Item #17;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;990;1070;3;22;Medium;$1 523 820;$1 608 870;NA#;$1 523 820;$1 608 870;NA#;$1 523 820;$1 608 870;NA#;$1 523 820;$1 608 870;NA#;$1 523 820;$1 608 870;NA#;$1 523 820;$1 608 870;NA#;$1 523 820;$1 608 870;NA#;$1 523 820;$1 608 870;NA#;$1 523 820;$1 608 870;NA#;$1 523 820;$1 608 870;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
424;BW-4.2.1-Item #18;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;1071;1093;3;23;Medium;$1 620 210;$1 631 550;NA#;$1 620 210;$1 631 550;NA#;$1 620 210;$1 631 550;NA#;$1 620 210;$1 631 550;NA#;$1 620 210;$1 631 550;NA#;$1 620 210;$1 631 550;NA#;$1 620 210;$1 631 550;NA#;$1 620 210;$1 631 550;NA#;$1 620 210;$1 631 550;NA#;$1 620 210;$1 631 550;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
425;BW-4.2.1-Item #19;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;1094;1150;3;23;Large;$1 685 690;$1 719 710;NA#;$1 685 690;$1 719 710;NA#;$1 685 690;$1 719 710;NA#;$1 685 690;$1 719 710;NA#;$1 685 690;$1 719 710;NA#;$1 685 690;$1 719 710;NA#;$1 685 690;$1 719 710;NA#;$1 685 690;$1 719 710;NA#;$1 685 690;$1 719 710;NA#;$1 685 690;$1 719 710;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
426;BW-4.2.1-Item #20;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;1151;1219;5;29;Large;$1 770 740;$1 827 440;NA#;$1 770 740;$1 827 440;NA#;$1 770 740;$1 827 440;NA#;$1 770 740;$1 827 440;NA#;$1 770 740;$1 827 440;NA#;$1 770 740;$1 827 440;NA#;$1 770 740;$1 827 440;NA#;$1 770 740;$1 827 440;NA#;$1 770 740;$1 827 440;NA#;$1 770 740;$1 827 440;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
427;BW-4.2.1-Item #21;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;1220;1300;5;30;Large;$1 838 780;$1 923 830;NA#;$1 838 780;$1 923 830;NA#;$1 838 780;$1 923 830;NA#;$1 838 780;$1 923 830;NA#;$1 838 780;$1 923 830;NA#;$1 838 780;$1 923 830;NA#;$1 838 780;$1 923 830;NA#;$1 838 780;$1 923 830;NA#;$1 838 780;$1 923 830;NA#;$1 838 780;$1 923 830;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
428;BW-4.2.1-Item #22;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;1301;1380;5;31;Large;$1 935 170;$1 991 870;NA#;$1 935 170;$1 991 870;NA#;$1 935 170;$1 991 870;NA#;$1 935 170;$1 991 870;NA#;$1 935 170;$1 991 870;NA#;$1 935 170;$1 991 870;NA#;$1 935 170;$1 991 870;NA#;$1 935 170;$1 991 870;NA#;$1 935 170;$1 991 870;NA#;$1 935 170;$1 991 870;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
429;BW-4.2.1-Item #23;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;1381;1449;5;32;Large;$2 042 900;$2 099 600;NA#;$2 042 900;$2 099 600;NA#;$2 042 900;$2 099 600;NA#;$2 042 900;$2 099 600;NA#;$2 042 900;$2 099 600;NA#;$2 042 900;$2 099 600;NA#;$2 042 900;$2 099 600;NA#;$2 042 900;$2 099 600;NA#;$2 042 900;$2 099 600;NA#;$2 042 900;$2 099 600;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
430;BW-4.2.1-Item #24;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;1450;1530;5;33;Large;$2 110 940;$2 195 990;NA#;$2 110 940;$2 195 990;NA#;$2 110 940;$2 195 990;NA#;$2 110 940;$2 195 990;NA#;$2 110 940;$2 195 990;NA#;$2 110 940;$2 195 990;NA#;$2 110 940;$2 195 990;NA#;$2 110 940;$2 195 990;NA#;$2 110 940;$2 195 990;NA#;$2 110 940;$2 195 990;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
431;BW-4.2.1-Item #25;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;1531;1610;5;34;Large;$2 207 330;$2 264 030;NA#;$2 207 330;$2 264 030;NA#;$2 207 330;$2 264 030;NA#;$2 207 330;$2 264 030;NA#;$2 207 330;$2 264 030;NA#;$2 207 330;$2 264 030;NA#;$2 207 330;$2 264 030;NA#;$2 207 330;$2 264 030;NA#;$2 207 330;$2 264 030;NA#;$2 207 330;$2 264 030;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
432;BW-4.2.1-Item #26;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;1611;1679;5;35;Large;$2 315 060;$2 371 760;NA#;$2 315 060;$2 371 760;NA#;$2 315 060;$2 371 760;NA#;$2 315 060;$2 371 760;NA#;$2 315 060;$2 371 760;NA#;$2 315 060;$2 371 760;NA#;$2 315 060;$2 371 760;NA#;$2 315 060;$2 371 760;NA#;$2 315 060;$2 371 760;NA#;$2 315 060;$2 371 760;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
433;BW-4.2.1-Item #27;4.;BW - NTT;4.1;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up;1680;1725;5;36;Large;$2 383 100;$2 405 780;NA#;$2 383 100;$2 405 780;NA#;$2 383 100;$2 405 780;NA#;$2 383 100;$2 405 780;NA#;$2 383 100;$2 405 780;NA#;$2 383 100;$2 405 780;NA#;$2 383 100;$2 405 780;NA#;$2 383 100;$2 405 780;NA#;$2 383 100;$2 405 780;NA#;$2 383 100;$2 405 780;NA#;;BW - NTT;Back to Work Package  - NTT Accelerate SMART - Deployment & set-up
